Date,Close
1/2/2020 16:00:00,6690
1/3/2020 16:00:00,6800
1/6/2020 16:00:00,6735
1/7/2020 16:00:00,6740
1/8/2020 16:00:00,6680
1/9/2020 16:00:00,6740
1/10/2020 16:00:00,6725
1/13/2020 16:00:00,6745
1/14/2020 16:00:00,6870
1/15/2020 16:00:00,6835
1/16/2020 16:00:00,6850
1/17/2020 16:00:00,6875
1/20/2020 16:00:00,6835
1/21/2020 16:00:00,6830
1/22/2020 16:00:00,6840
1/23/2020 16:00:00,6840
1/24/2020 16:00:00,6810
1/27/2020 16:00:00,6840
1/28/2020 16:00:00,6790
1/29/2020 16:00:00,6785
1/30/2020 16:00:00,6740
1/31/2020 16:00:00,6480
2/3/2020 16:00:00,6440
2/4/2020 16:00:00,6600
2/5/2020 16:00:00,6730
2/6/2020 16:00:00,6740
2/7/2020 16:00:00,6760
2/10/2020 16:00:00,6785
2/11/2020 16:00:00,6780
2/12/2020 16:00:00,6800
2/13/2020 16:00:00,6790
2/14/2020 16:00:00,6680
2/17/2020 16:00:00,6720
2/18/2020 16:00:00,6695
2/19/2020 16:00:00,6695
2/20/2020 16:00:00,6595
2/21/2020 16:00:00,6615
2/24/2020 16:00:00,6525
2/25/2020 16:00:00,6530
2/26/2020 16:00:00,6420
2/27/2020 16:00:00,6290
2/28/2020 16:00:00,6290
3/2/2020 16:00:00,6080
3/3/2020 16:00:00,6320
3/4/2020 16:00:00,6440
3/5/2020 16:00:00,6435
3/6/2020 16:00:00,6200
3/9/2020 16:00:00,5785
3/10/2020 16:00:00,5925
3/11/2020 16:00:00,5850
3/12/2020 16:00:00,5560
3/13/2020 16:00:00,5660
3/16/2020 16:00:00,5505
3/17/2020 16:00:00,5120
3/18/2020 16:00:00,5000
3/19/2020 16:00:00,4650
3/20/2020 16:00:00,4735
3/23/2020 16:00:00,4430
3/24/2020 16:00:00,4500
3/26/2020 16:00:00,5280
3/27/2020 16:00:00,5510
3/30/2020 16:00:00,5495
3/31/2020 16:00:00,5525
4/1/2020 16:00:00,5480
4/2/2020 16:00:00,5410
4/3/2020 16:00:00,5495
4/6/2020 16:00:00,5735
4/7/2020 16:00:00,5655
4/8/2020 16:00:00,5635
4/9/2020 16:00:00,5595
4/13/2020 16:00:00,5500
4/14/2020 16:00:00,5515
4/15/2020 16:00:00,5485
4/16/2020 16:00:00,5240
4/17/2020 16:00:00,5425
4/20/2020 16:00:00,5355
4/21/2020 16:00:00,5160
4/22/2020 16:00:00,5145
4/23/2020 16:00:00,5120
4/24/2020 16:00:00,4920
4/27/2020 16:00:00,4960
4/28/2020 16:00:00,4830
4/29/2020 16:00:00,4850
4/30/2020 16:00:00,5170
5/4/2020 16:00:00,5220
5/5/2020 16:00:00,5285
5/6/2020 16:00:00,5355
5/8/2020 16:00:00,5245
5/11/2020 16:00:00,5295
5/12/2020 16:00:00,5220
5/13/2020 16:00:00,5110
5/14/2020 16:00:00,4920
5/15/2020 16:00:00,4785
5/18/2020 16:00:00,4765
5/19/2020 16:00:00,4680
5/20/2020 16:00:00,4765
5/26/2020 16:00:00,4970
5/27/2020 16:00:00,4965
5/28/2020 16:00:00,5295
5/29/2020 16:00:00,5190
6/2/2020 16:00:00,5360
6/3/2020 16:00:00,5780
6/4/2020 16:00:00,5790
6/5/2020 16:00:00,5725
6/8/2020 16:00:00,5900
6/9/2020 16:00:00,5805
6/10/2020 16:00:00,5800
6/11/2020 16:00:00,5680
6/12/2020 16:00:00,5670
6/15/2020 16:00:00,5500
6/16/2020 16:00:00,5760
6/17/2020 16:00:00,5720
6/18/2020 16:00:00,5585
6/19/2020 16:00:00,5575
6/22/2020 16:00:00,5540
6/23/2020 16:00:00,5620
6/24/2020 16:00:00,5705
6/25/2020 16:00:00,5725
6/26/2020 16:00:00,5645
6/29/2020 16:00:00,5675
6/30/2020 16:00:00,5695
7/1/2020 16:00:00,5800
7/2/2020 16:00:00,5870
7/3/2020 16:00:00,5870
7/6/2020 16:00:00,5935
7/7/2020 16:00:00,5990
7/8/2020 16:00:00,6200
7/9/2020 16:00:00,6100
7/10/2020 16:00:00,6200
7/13/2020 16:00:00,6175
7/14/2020 16:00:00,6200
7/15/2020 16:00:00,6150
7/16/2020 16:00:00,6180
7/17/2020 16:00:00,6120
7/20/2020 16:00:00,6140
7/21/2020 16:00:00,6200
7/22/2020 16:00:00,6180
7/23/2020 16:00:00,6200
7/24/2020 16:00:00,6100
7/27/2020 16:00:00,6100
7/28/2020 16:00:00,6185
7/29/2020 16:00:00,6135
7/30/2020 16:00:00,6240
8/3/2020 16:00:00,6130
8/4/2020 16:00:00,6210
8/5/2020 16:00:00,6205
8/6/2020 16:00:00,6260
8/7/2020 16:00:00,6180
8/10/2020 16:00:00,6120
8/11/2020 16:00:00,6175
8/12/2020 16:00:00,6260
8/13/2020 16:00:00,6300
8/14/2020 16:00:00,6405
8/18/2020 16:00:00,6360
8/19/2020 16:00:00,6330
8/24/2020 16:00:00,6315
8/25/2020 16:00:00,6365
8/26/2020 16:00:00,6340
8/27/2020 16:00:00,6600
8/28/2020 16:00:00,6495
8/31/2020 16:00:00,6275
9/1/2020 16:00:00,6520
9/2/2020 16:00:00,6435
9/3/2020 16:00:00,6500
9/4/2020 16:00:00,6380
9/7/2020 16:00:00,6285
9/8/2020 16:00:00,6335
9/9/2020 16:00:00,6245
9/10/2020 16:00:00,5810
9/11/2020 16:00:00,5905
9/14/2020 16:00:00,6050
9/15/2020 16:00:00,5860
9/16/2020 16:00:00,5750
9/17/2020 16:00:00,5755
9/18/2020 16:00:00,5630
9/21/2020 16:00:00,5605
9/22/2020 16:00:00,5450
9/23/2020 16:00:00,5505
9/24/2020 16:00:00,5445
9/25/2020 16:00:00,5610
9/28/2020 16:00:00,5515
9/29/2020 16:00:00,5505
9/30/2020 16:00:00,5420
10/1/2020 16:00:00,5570
10/2/2020 16:00:00,5505
10/5/2020 16:00:00,5520
10/6/2020 16:00:00,5700
10/7/2020 16:00:00,5755
10/8/2020 16:00:00,5780
10/9/2020 16:00:00,5775
10/12/2020 16:00:00,5855
10/13/2020 16:00:00,5855
10/14/2020 16:00:00,5900
10/15/2020 16:00:00,5785
10/16/2020 16:00:00,5760
10/19/2020 16:00:00,5900
10/20/2020 16:00:00,5805
10/21/2020 16:00:00,5780
10/22/2020 16:00:00,5800
10/23/2020 16:00:00,5770
10/26/2020 16:00:00,5815
10/27/2020 16:00:00,5790
11/2/2020 16:00:00,5820
11/3/2020 16:00:00,5890
11/4/2020 16:00:00,5820
11/5/2020 16:00:00,6150
11/6/2020 16:00:00,6300
11/9/2020 16:00:00,6285
11/10/2020 16:00:00,6480
11/11/2020 16:00:00,6540
11/12/2020 16:00:00,6420
11/13/2020 16:00:00,6390
11/16/2020 16:00:00,6480
11/17/2020 16:00:00,6550
11/18/2020 16:00:00,6570
11/19/2020 16:00:00,6615
11/20/2020 16:00:00,6600
11/23/2020 16:00:00,6600
