Date,Close
1/2/2020 16:00:00,3480
1/3/2020 16:00:00,3500
1/6/2020 16:00:00,3420
1/7/2020 16:00:00,3470
1/8/2020 16:00:00,3380
1/9/2020 16:00:00,3330
1/10/2020 16:00:00,3320
1/13/2020 16:00:00,3290
1/14/2020 16:00:00,3340
1/15/2020 16:00:00,3340
1/16/2020 16:00:00,3320
1/17/2020 16:00:00,3380
1/20/2020 16:00:00,3300
1/21/2020 16:00:00,3220
1/22/2020 16:00:00,3230
1/23/2020 16:00:00,3350
1/24/2020 16:00:00,3240
1/27/2020 16:00:00,3170
1/28/2020 16:00:00,3170
1/29/2020 16:00:00,3180
1/30/2020 16:00:00,3140
1/31/2020 16:00:00,3100
2/3/2020 16:00:00,3080
2/4/2020 16:00:00,3100
2/5/2020 16:00:00,3100
2/6/2020 16:00:00,3100
2/7/2020 16:00:00,3140
2/10/2020 16:00:00,3090
2/11/2020 16:00:00,3130
2/12/2020 16:00:00,3150
2/13/2020 16:00:00,3180
2/14/2020 16:00:00,3170
2/17/2020 16:00:00,3200
2/18/2020 16:00:00,3200
2/19/2020 16:00:00,3190
2/20/2020 16:00:00,3200
2/21/2020 16:00:00,3180
2/24/2020 16:00:00,3100
2/25/2020 16:00:00,3100
2/26/2020 16:00:00,3100
2/27/2020 16:00:00,3070
2/28/2020 16:00:00,2990
3/2/2020 16:00:00,2900
3/3/2020 16:00:00,3000
3/4/2020 16:00:00,3000
3/5/2020 16:00:00,3060
3/6/2020 16:00:00,3000
3/9/2020 16:00:00,2880
3/10/2020 16:00:00,2900
3/11/2020 16:00:00,2820
3/12/2020 16:00:00,2710
3/13/2020 16:00:00,2530
3/16/2020 16:00:00,2450
3/17/2020 16:00:00,2280
3/18/2020 16:00:00,2150
3/19/2020 16:00:00,2020
3/20/2020 16:00:00,2200
3/23/2020 16:00:00,2050
3/24/2020 16:00:00,2070
3/26/2020 16:00:00,2250
3/27/2020 16:00:00,2370
3/30/2020 16:00:00,2220
3/31/2020 16:00:00,2260
4/1/2020 16:00:00,2220
4/2/2020 16:00:00,2200
4/3/2020 16:00:00,2250
4/6/2020 16:00:00,2300
4/7/2020 16:00:00,2320
4/8/2020 16:00:00,2260
4/9/2020 16:00:00,2260
4/13/2020 16:00:00,2290
4/14/2020 16:00:00,2400
4/15/2020 16:00:00,2350
4/16/2020 16:00:00,2330
4/17/2020 16:00:00,2390
4/20/2020 16:00:00,2440
4/21/2020 16:00:00,2330
4/22/2020 16:00:00,2360
4/23/2020 16:00:00,2390
4/24/2020 16:00:00,2390
4/27/2020 16:00:00,2370
4/28/2020 16:00:00,2470
4/29/2020 16:00:00,2530
4/30/2020 16:00:00,2600
5/4/2020 16:00:00,2530
5/5/2020 16:00:00,2530
5/6/2020 16:00:00,2540
5/8/2020 16:00:00,2700
5/11/2020 16:00:00,2700
5/12/2020 16:00:00,2620
5/13/2020 16:00:00,2570
5/14/2020 16:00:00,2540
5/15/2020 16:00:00,2550
5/18/2020 16:00:00,2550
5/19/2020 16:00:00,2630
5/20/2020 16:00:00,2660
5/26/2020 16:00:00,2700
5/27/2020 16:00:00,2750
5/28/2020 16:00:00,2820
5/29/2020 16:00:00,2850
6/2/2020 16:00:00,3010
6/3/2020 16:00:00,3100
6/4/2020 16:00:00,3200
6/5/2020 16:00:00,3110
6/8/2020 16:00:00,3230
6/9/2020 16:00:00,3180
6/10/2020 16:00:00,3170
6/11/2020 16:00:00,3060
6/12/2020 16:00:00,2970
6/15/2020 16:00:00,3020
6/16/2020 16:00:00,3100
6/17/2020 16:00:00,3140
6/18/2020 16:00:00,3140
6/19/2020 16:00:00,3140
6/22/2020 16:00:00,3140
6/23/2020 16:00:00,3160
6/24/2020 16:00:00,3170
6/25/2020 16:00:00,3140
6/26/2020 16:00:00,3170
6/29/2020 16:00:00,3130
6/30/2020 16:00:00,3170
7/1/2020 16:00:00,3300
7/2/2020 16:00:00,3250
7/3/2020 16:00:00,3250
7/6/2020 16:00:00,3270
7/7/2020 16:00:00,3250
7/8/2020 16:00:00,3410
7/9/2020 16:00:00,3500
7/10/2020 16:00:00,3500
7/13/2020 16:00:00,3650
7/14/2020 16:00:00,3650
7/15/2020 16:00:00,3600
7/16/2020 16:00:00,3560
7/17/2020 16:00:00,3640
7/20/2020 16:00:00,3640
7/21/2020 16:00:00,3610
7/22/2020 16:00:00,3590
7/23/2020 16:00:00,3570
7/24/2020 16:00:00,3500
7/27/2020 16:00:00,3470
7/28/2020 16:00:00,3470
7/29/2020 16:00:00,3450
7/30/2020 16:00:00,3370
8/3/2020 16:00:00,3220
8/4/2020 16:00:00,3450
8/5/2020 16:00:00,3450
8/6/2020 16:00:00,3470
8/7/2020 16:00:00,3450
8/10/2020 16:00:00,3460
8/11/2020 16:00:00,3460
8/12/2020 16:00:00,3490
8/13/2020 16:00:00,3580
8/14/2020 16:00:00,3680
8/18/2020 16:00:00,3620
8/19/2020 16:00:00,3610
8/24/2020 16:00:00,3590
8/25/2020 16:00:00,3580
8/26/2020 16:00:00,3570
8/27/2020 16:00:00,3600
8/28/2020 16:00:00,3590
8/31/2020 16:00:00,3580
9/1/2020 16:00:00,3600
9/2/2020 16:00:00,3610
9/3/2020 16:00:00,3590
9/4/2020 16:00:00,3590
9/7/2020 16:00:00,3590
9/8/2020 16:00:00,3580
9/9/2020 16:00:00,3580
9/10/2020 16:00:00,3440
9/11/2020 16:00:00,3440
9/14/2020 16:00:00,3650
9/15/2020 16:00:00,3580
9/16/2020 16:00:00,3450
9/17/2020 16:00:00,3450
9/18/2020 16:00:00,3700
9/21/2020 16:00:00,3860
9/22/2020 16:00:00,3820
9/23/2020 16:00:00,3700
9/24/2020 16:00:00,3580
9/25/2020 16:00:00,3610
9/28/2020 16:00:00,3600
9/29/2020 16:00:00,3350
9/30/2020 16:00:00,3120
10/1/2020 16:00:00,3010
10/2/2020 16:00:00,2940
10/5/2020 16:00:00,2950
10/6/2020 16:00:00,2980
10/7/2020 16:00:00,2970
10/8/2020 16:00:00,3000
10/9/2020 16:00:00,3070
10/12/2020 16:00:00,3150
10/13/2020 16:00:00,3150
10/14/2020 16:00:00,3120
10/15/2020 16:00:00,3080
10/16/2020 16:00:00,3080
10/19/2020 16:00:00,3080
10/20/2020 16:00:00,3090
10/21/2020 16:00:00,3080
10/22/2020 16:00:00,3080
10/23/2020 16:00:00,3070
10/26/2020 16:00:00,3070
10/27/2020 16:00:00,3040
11/2/2020 16:00:00,3000
11/3/2020 16:00:00,2980
11/4/2020 16:00:00,2970
11/5/2020 16:00:00,2950
11/6/2020 16:00:00,2960
11/9/2020 16:00:00,2970
11/10/2020 16:00:00,2970
11/11/2020 16:00:00,2980
11/12/2020 16:00:00,2970
11/13/2020 16:00:00,2980
11/16/2020 16:00:00,3000
11/17/2020 16:00:00,3030
11/18/2020 16:00:00,3040
11/19/2020 16:00:00,3140
11/20/2020 16:00:00,3220
11/23/2020 16:00:00,3250
11/24/2020 16:00:00,3250
11/25/2020 16:00:00,3250
11/26/2020 16:00:00,3260
11/27/2020 16:00:00,3340
11/30/2020 16:00:00,3330
12/1/2020 16:00:00,3360
12/2/2020 16:00:00,3380
12/3/2020 16:00:00,3410
12/4/2020 16:00:00,3460
12/7/2020 16:00:00,3500
12/8/2020 16:00:00,3540
12/10/2020 16:00:00,3440
12/11/2020 16:00:00,3490
12/14/2020 16:00:00,3470
12/15/2020 16:00:00,3480
12/16/2020 16:00:00,3500
12/17/2020 16:00:00,3460
12/18/2020 16:00:00,3390
12/21/2020 16:00:00,3400
12/22/2020 16:00:00,3320
12/23/2020 16:00:00,3300
12/28/2020 16:00:00,3330
12/29/2020 16:00:00,3310
12/30/2020 16:00:00,3290
1/4/2021 15:00:00,3360
1/5/2021 15:00:00,3380
1/6/2021 15:00:00,3360
1/7/2021 16:00:00,3400
1/8/2021 16:00:00,3430
1/11/2021 15:00:00,3470
1/12/2021 15:00:00,3590
1/13/2021 15:00:00,3600
1/14/2021 15:00:00,3620
1/15/2021 15:00:00,3590
1/18/2021 15:00:00,3570
1/19/2021 15:00:00,3520
1/20/2021 15:00:00,3530
1/21/2021 15:00:00,3590
1/22/2021 15:00:00,3510
