Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,270.000000,272.000000,220.000000,270.000000,204.117996,178000
2019-01-07,270.000000,274.000000,250.000000,262.000000,198.070023,293000
2019-01-14,262.000000,266.000000,230.000000,252.000000,190.510101,257600
2019-01-21,258.000000,262.000000,248.000000,254.000000,192.022110,162100
2019-01-28,250.000000,254.000000,248.000000,254.000000,192.022110,285900
2019-02-04,250.000000,254.000000,246.000000,254.000000,192.022110,533800
2019-02-11,254.000000,258.000000,246.000000,254.000000,192.022110,494200
2019-02-18,248.000000,252.000000,242.000000,252.000000,190.510101,73500
2019-02-25,252.000000,252.000000,236.000000,238.000000,179.926208,168600
2019-03-04,238.000000,250.000000,230.000000,248.000000,187.486160,102100
2019-03-11,250.000000,250.000000,240.000000,248.000000,187.486160,104900
2019-03-18,240.000000,248.000000,238.000000,246.000000,185.974167,356300
2019-03-25,246.000000,288.000000,238.000000,260.000000,196.558075,235100
2019-04-01,256.000000,260.000000,242.000000,260.000000,196.558075,77200
2019-04-08,250.000000,256.000000,220.000000,230.000000,173.878281,1886900
2019-04-15,226.000000,234.000000,226.000000,232.000000,175.390274,100200
2019-04-22,230.000000,236.000000,220.000000,232.000000,175.390274,419600
2019-04-29,230.000000,234.000000,224.000000,232.000000,175.390274,74300
2019-05-06,234.000000,234.000000,200.000000,206.000000,155.734467,771600
2019-05-13,204.000000,228.000000,200.000000,206.000000,155.734467,139100
2019-05-20,200.000000,218.000000,200.000000,218.000000,164.806381,26200
2019-05-27,218.000000,234.000000,214.000000,222.000000,167.830353,47800
2019-06-03,222.000000,222.000000,222.000000,222.000000,167.830353,0
2019-06-10,226.000000,226.000000,200.000000,202.000000,152.710495,414500
2019-06-17,206.000000,210.000000,200.000000,206.000000,155.734467,551600
2019-06-24,206.000000,214.000000,202.000000,208.000000,157.246445,663900
2019-07-01,212.000000,226.000000,206.000000,208.000000,157.246445,1626100
2019-07-08,212.000000,216.000000,204.000000,204.000000,162.952042,674700
2019-07-15,204.000000,210.000000,202.000000,208.000000,166.147186,222100
2019-07-22,208.000000,216.000000,202.000000,208.000000,166.147186,332300
2019-07-29,208.000000,208.000000,200.000000,206.000000,164.549606,936600
2019-08-05,202.000000,218.000000,202.000000,206.000000,164.549606,359900
2019-08-12,202.000000,206.000000,200.000000,202.000000,161.354492,124000
2019-08-19,204.000000,206.000000,200.000000,204.000000,162.952042,256400
2019-08-26,204.000000,204.000000,196.000000,200.000000,159.756912,1079100
2019-09-02,202.000000,202.000000,196.000000,202.000000,161.354492,241400
2019-09-09,200.000000,202.000000,199.000000,202.000000,161.354492,88600
2019-09-16,198.000000,202.000000,197.000000,198.000000,158.159348,294400
2019-09-23,198.000000,199.000000,194.000000,199.000000,158.958115,446700
2019-09-30,198.000000,248.000000,198.000000,246.000000,196.500992,4160200
2019-10-07,236.000000,250.000000,224.000000,248.000000,198.098557,8087700
2019-10-14,248.000000,248.000000,214.000000,240.000000,191.708267,3003600
2019-10-21,238.000000,240.000000,202.000000,206.000000,164.549606,8148800
2019-10-28,212.000000,216.000000,200.000000,210.000000,167.744751,2073900
2019-11-04,214.000000,214.000000,198.000000,204.000000,162.952042,1884300
2019-11-11,206.000000,208.000000,198.000000,202.000000,161.354492,335500
2019-11-18,202.000000,216.000000,196.000000,204.000000,162.952042,823200
2019-11-25,204.000000,216.000000,200.000000,210.000000,167.744751,377700
2019-12-02,210.000000,220.000000,202.000000,214.000000,170.939896,113200
2019-12-09,220.000000,220.000000,200.000000,202.000000,161.354492,1299500
2019-12-16,208.000000,208.000000,200.000000,204.000000,162.952042,188500
2019-12-23,204.000000,210.000000,202.000000,210.000000,167.744751,285800
2019-12-30,210.000000,210.000000,199.000000,202.000000,161.354492,434100
2020-01-06,202.000000,206.000000,196.000000,199.000000,158.958115,316800
2020-01-13,204.000000,204.000000,192.000000,194.000000,154.964203,532200
2020-01-20,196.000000,197.000000,171.000000,192.000000,153.366638,1801400
2020-01-27,180.000000,191.000000,163.000000,164.000000,131.000671,1400900
2020-02-03,165.000000,190.000000,156.000000,174.000000,138.988510,1191600
2020-02-10,173.000000,190.000000,168.000000,187.000000,149.372711,1991700
2020-02-17,184.000000,189.000000,176.000000,176.000000,140.586075,154100
2020-02-24,166.000000,182.000000,166.000000,174.000000,138.988510,72800
2020-03-02,174.000000,186.000000,170.000000,176.000000,140.586075,297900
2020-03-09,183.000000,186.000000,155.000000,155.000000,123.811607,68800
2020-03-16,150.000000,172.000000,146.000000,165.000000,131.799454,329300
2020-03-23,165.000000,184.000000,145.000000,166.000000,132.598251,90500
2020-03-30,165.000000,178.000000,156.000000,165.000000,131.799454,55200
2020-04-06,165.000000,180.000000,156.000000,166.000000,132.598251,104300
2020-04-13,165.000000,178.000000,157.000000,166.000000,132.598251,90800
2020-04-20,174.000000,180.000000,155.000000,155.000000,123.811607,778200
2020-04-27,160.000000,164.000000,126.000000,132.000000,105.439560,4632400
2020-05-04,130.000000,136.000000,120.000000,130.000000,111.259270,224300
2020-05-11,121.000000,134.000000,120.000000,127.000000,108.691757,1599600
2020-05-18,119.000000,140.000000,119.000000,131.000000,112.115112,33400
2020-05-25,131.000000,131.000000,114.000000,130.000000,111.259270,3419600
2020-06-01,130.000000,146.000000,121.000000,145.000000,124.096886,401300
2020-06-08,135.000000,160.000000,128.000000,155.000000,132.655289,2073300
2020-06-15,145.000000,157.000000,128.000000,142.000000,121.529358,641200
2020-06-22,145.000000,145.000000,124.000000,135.000000,115.538483,285200
2020-06-29,127.000000,146.000000,127.000000,139.000000,118.961838,106300
2020-07-06,149.000000,149.000000,127.000000,145.000000,124.096886,355400
2020-07-13,135.000000,167.000000,135.000000,155.000000,132.655289,380000
2020-07-20,163.000000,167.000000,152.000000,156.000000,133.511139,320800
2020-07-27,157.000000,166.000000,146.000000,157.000000,134.366974,259600
2020-08-03,160.000000,160.000000,140.000000,153.000000,130.943604,273600
2020-08-10,154.000000,159.000000,147.000000,156.000000,133.511139,241400
2020-08-17,156.000000,158.000000,150.000000,158.000000,135.222809,39100
2020-08-24,158.000000,164.000000,153.000000,159.000000,136.078644,706700
2020-08-31,159.000000,194.000000,149.000000,194.000000,166.033081,16414900
2020-09-07,194.000000,194.000000,147.000000,165.000000,141.213684,632000
2020-09-14,165.000000,170.000000,150.000000,156.000000,133.511139,1704400
2020-09-21,156.000000,160.000000,142.000000,154.000000,131.799454,708100
2020-09-28,155.000000,155.000000,144.000000,153.000000,130.943604,280000
2020-10-05,154.000000,154.000000,143.000000,153.000000,130.943604,325000
2020-10-12,157.000000,158.000000,150.000000,158.000000,135.222809,220700
2020-10-19,158.000000,158.000000,147.000000,155.000000,132.655289,122300
2020-10-26,156.000000,156.000000,150.000000,156.000000,133.511139,60900
2020-11-02,156.000000,164.000000,155.000000,158.000000,135.222809,1359500
2020-11-09,159.000000,161.000000,140.000000,145.000000,124.096886,36028500
2020-11-16,148.000000,156.000000,140.000000,152.000000,130.087769,34816600
2020-11-23,153.000000,228.000000,153.000000,179.000000,153.195450,23912600
2020-11-30,189.000000,190.000000,168.000000,178.000000,152.339615,15861800
2020-12-07,178.000000,185.000000,174.000000,179.000000,153.195450,9999500
2020-12-14,179.000000,244.000000,179.000000,238.000000,203.690048,22383500
2020-12-21,240.000000,340.000000,240.000000,284.000000,243.058716,33078100
2020-12-28,284.000000,284.000000,232.000000,232.000000,198.555023,12119900
2021-01-04,222.000000,254.000000,216.000000,240.000000,205.401733,19218300
2021-01-11,240.000000,280.000000,236.000000,268.000000,229.365280,26887000
2021-01-18,268.000000,270.000000,238.000000,246.000000,210.536789,18572900
2021-01-25,246.000000,248.000000,210.000000,212.000000,181.438202,9705700
2021-02-01,210.000000,236.000000,198.000000,228.000000,195.131653,11520000
2021-02-08,230.000000,280.000000,222.000000,262.000000,224.230225,19333500
2021-02-15,260.000000,262.000000,236.000000,246.000000,210.536789,11529200
2021-02-22,246.000000,270.000000,238.000000,248.000000,212.248459,10691800
2021-03-01,248.000000,250.000000,226.000000,230.000000,196.843323,6455400
2021-03-08,230.000000,244.000000,212.000000,222.000000,189.996613,6438800
2021-03-15,224.000000,250.000000,214.000000,240.000000,205.401733,13931600
2021-03-22,240.000000,242.000000,210.000000,220.000000,188.284927,8996900
2021-03-29,220.000000,234.000000,214.000000,220.000000,188.284927,4204500
2021-04-05,220.000000,230.000000,212.000000,220.000000,188.284927,12206400
2021-04-12,226.000000,234.000000,202.000000,208.000000,178.014847,16377600
2021-04-19,210.000000,216.000000,200.000000,212.000000,181.438202,10690500
2021-04-26,214.000000,214.000000,204.000000,210.000000,179.726517,5492800
2021-05-03,210.000000,216.000000,204.000000,208.000000,178.014847,4624600
2021-05-10,208.000000,226.000000,208.000000,214.000000,183.149887,5735300
2021-05-17,214.000000,218.000000,206.000000,216.000000,184.861572,5723100
2021-05-24,218.000000,220.000000,206.000000,212.000000,181.438202,8295500
2021-05-31,214.000000,234.000000,212.000000,230.000000,196.843323,21765300
2021-06-07,218.000000,218.000000,202.000000,208.000000,178.014847,14022200
2021-06-14,208.000000,216.000000,206.000000,208.000000,187.813812,5932300
2021-06-21,206.000000,230.000000,202.000000,208.000000,187.813812,13378700
2021-06-28,208.000000,212.000000,204.000000,210.000000,189.619720,3265900
2021-07-05,214.000000,214.000000,204.000000,204.000000,184.202026,3104200
2021-07-12,204.000000,208.000000,202.000000,208.000000,187.813812,2924000
2021-07-19,208.000000,210.000000,204.000000,206.000000,186.007919,1352700
2021-07-26,208.000000,218.000000,204.000000,208.000000,187.813812,6037100
2021-08-02,208.000000,212.000000,200.000000,202.000000,182.396118,10439800
2021-08-09,204.000000,208.000000,200.000000,202.000000,182.396118,5213500
2021-08-16,202.000000,206.000000,200.000000,202.000000,182.396118,3798900
2021-08-23,202.000000,204.000000,200.000000,202.000000,182.396118,2725200
2021-08-30,202.000000,206.000000,197.000000,202.000000,182.396118,8030400
2021-09-06,202.000000,204.000000,199.000000,199.000000,179.687256,4725900
2021-09-13,202.000000,202.000000,198.000000,200.000000,180.590210,6414900
2021-09-20,200.000000,202.000000,198.000000,200.000000,180.590210,4971000
2021-09-27,200.000000,202.000000,198.000000,202.000000,182.396118,3277700
2021-10-04,202.000000,210.000000,200.000000,208.000000,187.813812,6499400
2021-10-11,208.000000,210.000000,204.000000,206.000000,186.007919,2359500
2021-10-18,206.000000,214.000000,204.000000,212.000000,191.425629,5341400
2021-10-25,212.000000,220.000000,210.000000,212.000000,191.425629,5687300
2021-11-01,212.000000,212.000000,202.000000,208.000000,187.813812,5487900
2021-11-08,208.000000,210.000000,204.000000,208.000000,187.813812,2469500
2021-11-15,210.000000,260.000000,206.000000,218.000000,196.843323,33364900
2021-11-22,222.000000,236.000000,216.000000,218.000000,196.843323,10887600
2021-11-29,218.000000,220.000000,208.000000,214.000000,193.231537,6187300
2021-12-06,214.000000,216.000000,202.000000,210.000000,189.619720,4496700
2021-12-13,210.000000,216.000000,204.000000,206.000000,186.007919,3952300
2021-12-20,206.000000,208.000000,202.000000,206.000000,186.007919,2905300
2021-12-27,206.000000,214.000000,200.000000,204.000000,184.202026,4897200
2022-01-03,204.000000,208.000000,202.000000,206.000000,186.007919,3671000
2022-01-10,206.000000,208.000000,202.000000,204.000000,184.202026,3464000
2022-01-17,204.000000,204.000000,198.000000,200.000000,180.590210,4575500
2022-01-24,200.000000,202.000000,199.000000,202.000000,182.396118,2086000
2022-01-31,202.000000,216.000000,199.000000,216.000000,195.037430,3022800
2022-02-07,214.000000,218.000000,204.000000,204.000000,184.202026,2761200
2022-02-14,206.000000,208.000000,198.000000,206.000000,186.007919,4756200
2022-02-21,206.000000,206.000000,199.000000,200.000000,180.590210,5878600
2022-02-28,202.000000,204.000000,199.000000,200.000000,180.590210,1982200
2022-03-07,200.000000,202.000000,198.000000,202.000000,182.396118,2958800
2022-03-14,202.000000,202.000000,199.000000,202.000000,182.396118,2214200
2022-03-21,202.000000,202.000000,200.000000,202.000000,182.396118,1160600
2022-03-28,202.000000,202.000000,198.000000,200.000000,180.590210,6086400
