Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,8575.000000,8600.000000,8100.000000,8300.000000,8098.708008,327096900
2023-01-09,8325.000000,8450.000000,8000.000000,8050.000000,7854.770996,508297900
2023-01-16,8050.000000,8375.000000,8050.000000,8300.000000,8098.708008,454472500
2023-01-23,8300.000000,8850.000000,8200.000000,8700.000000,8489.007813,382986000
2023-01-30,8725.000000,8775.000000,8400.000000,8700.000000,8489.007813,517355700
2023-02-06,8750.000000,8900.000000,8650.000000,8825.000000,8610.975586,422710500
2023-02-13,8875.000000,8950.000000,8700.000000,8725.000000,8513.400391,293119500
2023-02-20,8725.000000,8850.000000,8625.000000,8675.000000,8464.613281,201675100
2023-02-27,8675.000000,8775.000000,8475.000000,8475.000000,8269.463867,385416900
2023-03-06,8550.000000,8650.000000,8350.000000,8450.000000,8245.069336,391900000
2023-03-13,8450.000000,8625.000000,8250.000000,8375.000000,8171.889160,563773000
2023-03-20,8400.000000,8825.000000,8375.000000,8825.000000,8610.975586,274498900
2023-03-27,8825.000000,8900.000000,8625.000000,8750.000000,8537.794922,526116600
2023-04-03,8825.000000,8825.000000,8650.000000,8750.000000,8708.450195,203676200
2023-04-10,8725.000000,9000.000000,8700.000000,9000.000000,8957.262695,331534600
2023-04-17,9025.000000,9175.000000,8900.000000,9125.000000,9081.668945,175125600
2023-04-24,9125.000000,9200.000000,9000.000000,9050.000000,9007.025391,387545900
2023-05-01,9100.000000,9100.000000,8875.000000,9000.000000,8957.262695,299754800
2023-05-08,9000.000000,9075.000000,8725.000000,8800.000000,8758.212891,349526200
2023-05-15,8875.000000,9000.000000,8700.000000,9000.000000,8957.262695,307915900
2023-05-22,9000.000000,9200.000000,8925.000000,9150.000000,9106.550781,403375000
2023-05-29,9250.000000,9325.000000,9050.000000,9050.000000,9007.025391,899165600
2023-06-05,9150.000000,9325.000000,9050.000000,9100.000000,9056.788086,423720800
2023-06-12,9150.000000,9175.000000,8975.000000,9050.000000,9007.025391,327701000
2023-06-19,9000.000000,9150.000000,8950.000000,9050.000000,9007.025391,226101600
2023-06-26,9025.000000,9150.000000,9025.000000,9150.000000,9106.550781,72615000
2023-07-03,9025.000000,9150.000000,9025.000000,9025.000000,8982.143555,278688100
2023-07-10,9100.000000,9225.000000,9025.000000,9200.000000,9156.313477,255036900
2023-07-17,9200.000000,9250.000000,9100.000000,9150.000000,9106.550781,241619100
2023-07-24,9200.000000,9400.000000,9100.000000,9125.000000,9081.668945,451091200
2023-07-31,9175.000000,9300.000000,9100.000000,9150.000000,9106.550781,308526300
2023-08-07,9150.000000,9450.000000,9150.000000,9400.000000,9355.363281,321656200
2023-08-14,9325.000000,9375.000000,9225.000000,9250.000000,9206.075195,267568000
2023-08-21,9225.000000,9325.000000,9150.000000,9275.000000,9230.957031,307092300
2023-08-28,9250.000000,9300.000000,9100.000000,9225.000000,9181.194336,324338500
2023-09-04,9225.000000,9275.000000,9050.000000,9125.000000,9081.668945,274073700
2023-09-11,9075.000000,9125.000000,9000.000000,9000.000000,8957.262695,422888300
2023-09-18,9050.000000,9175.000000,8975.000000,9075.000000,9031.906250,204955800
2023-09-25,9075.000000,9075.000000,8825.000000,8825.000000,8783.093750,332981900
2023-10-02,8900.000000,9250.000000,8875.000000,9025.000000,8982.143555,430826100
2023-10-09,9025.000000,9125.000000,8925.000000,9075.000000,9031.906250,334052700
2023-10-16,9125.000000,9125.000000,8725.000000,8975.000000,8932.381836,294018600
2023-10-23,8875.000000,8950.000000,8700.000000,8700.000000,8658.687500,297995200
2023-10-30,8700.000000,8950.000000,8600.000000,8900.000000,8857.737305,300358400
2023-11-06,8975.000000,9050.000000,8825.000000,8825.000000,8783.093750,274303100
2023-11-13,8875.000000,9075.000000,8850.000000,9075.000000,9031.906250,248766100
2023-11-20,8975.000000,9025.000000,8775.000000,8925.000000,8882.619141,296369600
2023-11-27,8900.000000,8975.000000,8850.000000,8950.000000,8907.500000,445343700
2023-12-04,8950.000000,9025.000000,8725.000000,8750.000000,8708.450195,366178200
2023-12-11,8675.000000,9225.000000,8675.000000,9225.000000,9225.000000,608138900
2023-12-18,9200.000000,9350.000000,9125.000000,9325.000000,9325.000000,402391100
2023-12-25,9375.000000,9450.000000,9325.000000,9400.000000,9400.000000,214552700
2023-12-29,9425.000000,9450.000000,9350.000000,9400.000000,9400.000000,79903400
