Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,8225.000000,8450.000000,8100.000000,8350.000000,6603.121582,71638400
2019-01-07,8450.000000,8475.000000,7950.000000,8300.000000,6563.581543,213774400
2019-01-14,8225.000000,8475.000000,8050.000000,8475.000000,6701.970703,214636700
2019-01-21,8475.000000,8550.000000,8150.000000,8425.000000,6662.431152,184366200
2019-01-28,8450.000000,8500.000000,8225.000000,8450.000000,6682.199707,174403400
2019-02-04,8450.000000,8475.000000,8100.000000,8150.000000,6444.962402,120586300
2019-02-11,8125.000000,8150.000000,7525.000000,7600.000000,6010.026367,267976600
2019-02-18,7725.000000,7925.000000,7575.000000,7625.000000,6029.796387,183198100
2019-02-25,7625.000000,7800.000000,7150.000000,7225.000000,5713.479980,279081100
2019-03-04,7200.000000,7400.000000,7025.000000,7150.000000,5654.169434,214826300
2019-03-11,7300.000000,7375.000000,7100.000000,7325.000000,5792.558594,174850000
2019-03-18,7300.000000,7375.000000,7225.000000,7225.000000,5713.479980,147975700
2019-03-25,7175.000000,7300.000000,7000.000000,7300.000000,5772.788574,135723900
2019-04-01,7375.000000,7650.000000,7275.000000,7650.000000,6049.566406,101702200
2019-04-08,7600.000000,7725.000000,7375.000000,7525.000000,5950.716797,103125700
2019-04-15,7575.000000,8025.000000,7475.000000,7850.000000,6207.724609,156062400
2019-04-22,7850.000000,7850.000000,7400.000000,7650.000000,6049.566406,153060500
2019-04-29,7525.000000,7700.000000,7400.000000,7425.000000,5871.637695,130550700
2019-05-06,7350.000000,7550.000000,7075.000000,7175.000000,5673.938965,147117900
2019-05-13,7100.000000,7150.000000,6700.000000,6700.000000,5410.627930,177908900
2019-05-20,6650.000000,7200.000000,6625.000000,7175.000000,5794.217285,135685600
2019-05-27,7175.000000,7450.000000,7050.000000,7450.000000,6016.295898,173209500
2019-06-03,7450.000000,7450.000000,7450.000000,7450.000000,6016.295898,0
2019-06-10,7575.000000,7700.000000,7375.000000,7425.000000,5996.106445,177432800
2019-06-17,7425.000000,7625.000000,7350.000000,7450.000000,6016.295898,128191600
2019-06-24,7375.000000,7475.000000,7225.000000,7450.000000,6016.295898,114804200
2019-07-01,7475.000000,7500.000000,7150.000000,7150.000000,5774.028809,131739600
2019-07-08,7225.000000,7525.000000,7175.000000,7450.000000,6016.295898,147566900
2019-07-15,7500.000000,7500.000000,7075.000000,7100.000000,5733.651367,151828400
2019-07-22,7100.000000,7300.000000,7050.000000,7075.000000,5713.461914,131065800
2019-07-29,7075.000000,7275.000000,6950.000000,7075.000000,5713.461914,189335800
2019-08-05,6975.000000,7025.000000,6725.000000,6775.000000,5471.194824,186114800
2019-08-12,6850.000000,6850.000000,6500.000000,6500.000000,5249.116699,148698600
2019-08-19,6600.000000,6600.000000,6250.000000,6575.000000,5309.683594,170902700
2019-08-26,6475.000000,6750.000000,6425.000000,6675.000000,5390.439941,203645200
2019-09-02,6725.000000,6750.000000,6375.000000,6750.000000,5451.005859,118361500
2019-09-09,6750.000000,6925.000000,6600.000000,6750.000000,5451.005859,103551300
2019-09-16,6750.000000,6775.000000,6475.000000,6575.000000,5309.683594,137269900
2019-09-23,6575.000000,6700.000000,6400.000000,6650.000000,5370.250000,109375500
2019-09-30,6650.000000,6675.000000,6300.000000,6425.000000,5188.549805,71121000
2019-10-07,6400.000000,6475.000000,6250.000000,6475.000000,5228.928223,82365900
2019-10-14,6550.000000,6750.000000,6300.000000,6700.000000,5459.059082,162405000
2019-10-21,6700.000000,6975.000000,6550.000000,6800.000000,5540.537598,141899900
